serum,virus,replicate,concentration,well_id,plate_name,experiment_rep,fraction infectivity,input_folder
Pooled Sera Depleted with Long G,RSV B 2024,2,3.429e-05,C8,Depleted sera P2 B202,Depleted_Sera_1,0.9193,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long G,RSV B 2024,2,1.143e-05,C9,Depleted sera P2 B202,Depleted_Sera_1,0.8671,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long G,RSV B 2024,2,3.81e-06,C10,Depleted sera P2 B202,Depleted_Sera_1,1.033,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV Long,1,0.025,F2,Depleted sera P1 Long,Depleted_Sera_1,0.0001398,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV Long,1,0.008333,F3,Depleted sera P1 Long,Depleted_Sera_1,0.0001528,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV Long,1,0.002778,F4,Depleted sera P1 Long,Depleted_Sera_1,0.0001758,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV Long,1,0.0009259,F5,Depleted sera P1 Long,Depleted_Sera_1,0.002686,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV Long,1,0.0003086,F6,Depleted sera P1 Long,Depleted_Sera_1,0.109,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV Long,1,0.0001029,F7,Depleted sera P1 Long,Depleted_Sera_1,0.4585,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV Long,1,3.429e-05,F8,Depleted sera P1 Long,Depleted_Sera_1,0.4633,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV Long,1,1.143e-05,F9,Depleted sera P1 Long,Depleted_Sera_1,0.6279,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV Long,1,3.81e-06,F10,Depleted sera P1 Long,Depleted_Sera_1,0.8204,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV Long,2,0.025,G2,Depleted sera P1 Long,Depleted_Sera_1,0.0001327,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV Long,2,0.008333,G3,Depleted sera P1 Long,Depleted_Sera_1,0.0001212,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV Long,2,0.002778,G4,Depleted sera P1 Long,Depleted_Sera_1,0.0001385,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV Long,2,0.0009259,G5,Depleted sera P1 Long,Depleted_Sera_1,0.008638,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV Long,2,0.0003086,G6,Depleted sera P1 Long,Depleted_Sera_1,0.1057,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV Long,2,0.0001029,G7,Depleted sera P1 Long,Depleted_Sera_1,0.3221,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV Long,2,3.429e-05,G8,Depleted sera P1 Long,Depleted_Sera_1,0.5724,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV Long,2,1.143e-05,G9,Depleted sera P1 Long,Depleted_Sera_1,0.6316,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV Long,2,3.81e-06,G10,Depleted sera P1 Long,Depleted_Sera_1,0.8398,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV Long,1,0.025,D2,Depleted sera P1 Long,Depleted_Sera_1,0.0006026,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV Long,1,0.008333,D3,Depleted sera P1 Long,Depleted_Sera_1,0.002077,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV Long,1,0.002778,D4,Depleted sera P1 Long,Depleted_Sera_1,0.004979,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV Long,1,0.0009259,D5,Depleted sera P1 Long,Depleted_Sera_1,0.02269,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV Long,1,0.0003086,D6,Depleted sera P1 Long,Depleted_Sera_1,0.1377,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV Long,1,0.0001029,D7,Depleted sera P1 Long,Depleted_Sera_1,0.4477,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV Long,1,3.429e-05,D8,Depleted sera P1 Long,Depleted_Sera_1,0.8953,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV Long,1,1.143e-05,D9,Depleted sera P1 Long,Depleted_Sera_1,0.8835,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV Long,1,3.81e-06,D10,Depleted sera P1 Long,Depleted_Sera_1,0.9052,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV Long,2,0.025,E2,Depleted sera P1 Long,Depleted_Sera_1,0.0001893,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV Long,2,0.008333,E3,Depleted sera P1 Long,Depleted_Sera_1,0.0003624,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV Long,2,0.002778,E4,Depleted sera P1 Long,Depleted_Sera_1,0.0005432,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV Long,2,0.0009259,E5,Depleted sera P1 Long,Depleted_Sera_1,0.01166,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV Long,2,0.0003086,E6,Depleted sera P1 Long,Depleted_Sera_1,0.1042,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV Long,2,0.0001029,E7,Depleted sera P1 Long,Depleted_Sera_1,0.2892,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV Long,2,3.429e-05,E8,Depleted sera P1 Long,Depleted_Sera_1,0.4581,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV Long,2,1.143e-05,E9,Depleted sera P1 Long,Depleted_Sera_1,0.7264,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV Long,2,3.81e-06,E10,Depleted sera P1 Long,Depleted_Sera_1,1.099,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV Long,1,0.025,B2,Depleted sera P1 Long,Depleted_Sera_1,0.05322,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV Long,1,0.008333,B3,Depleted sera P1 Long,Depleted_Sera_1,0.2113,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV Long,1,0.002778,B4,Depleted sera P1 Long,Depleted_Sera_1,0.8371,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV Long,1,0.0009259,B5,Depleted sera P1 Long,Depleted_Sera_1,1.159,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV Long,1,0.0003086,B6,Depleted sera P1 Long,Depleted_Sera_1,1.102,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV Long,1,0.0001029,B7,Depleted sera P1 Long,Depleted_Sera_1,1.043,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV Long,1,3.429e-05,B8,Depleted sera P1 Long,Depleted_Sera_1,0.7722,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV Long,1,1.143e-05,B9,Depleted sera P1 Long,Depleted_Sera_1,0.7981,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV Long,1,3.81e-06,B10,Depleted sera P1 Long,Depleted_Sera_1,1.043,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV Long,2,0.025,C2,Depleted sera P1 Long,Depleted_Sera_1,0.07005,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV Long,2,0.008333,C3,Depleted sera P1 Long,Depleted_Sera_1,0.3351,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV Long,2,0.002778,C4,Depleted sera P1 Long,Depleted_Sera_1,1.164,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV Long,2,0.0009259,C5,Depleted sera P1 Long,Depleted_Sera_1,1.096,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV Long,2,0.0003086,C6,Depleted sera P1 Long,Depleted_Sera_1,1.167,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV Long,2,0.0001029,C7,Depleted sera P1 Long,Depleted_Sera_1,0.9292,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV Long,2,3.429e-05,C8,Depleted sera P1 Long,Depleted_Sera_1,0.9759,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV Long,2,1.143e-05,C9,Depleted sera P1 Long,Depleted_Sera_1,0.8283,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV Long,2,3.81e-06,C10,Depleted sera P1 Long,Depleted_Sera_1,0.9981,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV A 2020,1,0.025,F2,Depleted sera P1 A2020,Depleted_Sera_1,0.001082,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV A 2020,1,0.008333,F3,Depleted sera P1 A2020,Depleted_Sera_1,0.001207,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV A 2020,1,0.002778,F4,Depleted sera P1 A2020,Depleted_Sera_1,0.00178,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV A 2020,1,0.0009259,F5,Depleted sera P1 A2020,Depleted_Sera_1,0.1098,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV A 2020,1,0.0003086,F6,Depleted sera P1 A2020,Depleted_Sera_1,0.5447,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV A 2020,1,0.0001029,F7,Depleted sera P1 A2020,Depleted_Sera_1,0.7575,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV A 2020,1,3.429e-05,F8,Depleted sera P1 A2020,Depleted_Sera_1,0.8695,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV A 2020,1,1.143e-05,F9,Depleted sera P1 A2020,Depleted_Sera_1,0.8281,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV A 2020,1,3.81e-06,F10,Depleted sera P1 A2020,Depleted_Sera_1,0.9926,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV A 2020,2,0.025,G2,Depleted sera P1 A2020,Depleted_Sera_1,0.001159,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV A 2020,2,0.008333,G3,Depleted sera P1 A2020,Depleted_Sera_1,0.001092,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV A 2020,2,0.002778,G4,Depleted sera P1 A2020,Depleted_Sera_1,0.005219,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV A 2020,2,0.0009259,G5,Depleted sera P1 A2020,Depleted_Sera_1,0.11,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV A 2020,2,0.0003086,G6,Depleted sera P1 A2020,Depleted_Sera_1,0.554,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV A 2020,2,0.0001029,G7,Depleted sera P1 A2020,Depleted_Sera_1,0.8553,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV A 2020,2,3.429e-05,G8,Depleted sera P1 A2020,Depleted_Sera_1,1.168,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV A 2020,2,1.143e-05,G9,Depleted sera P1 A2020,Depleted_Sera_1,1.065,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV A 2020,2,3.81e-06,G10,Depleted sera P1 A2020,Depleted_Sera_1,0.961,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV A 2020,1,0.025,D2,Depleted sera P1 A2020,Depleted_Sera_1,0.002369,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV A 2020,1,0.008333,D3,Depleted sera P1 A2020,Depleted_Sera_1,0.007697,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV A 2020,1,0.002778,D4,Depleted sera P1 A2020,Depleted_Sera_1,0.01034,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV A 2020,1,0.0009259,D5,Depleted sera P1 A2020,Depleted_Sera_1,0.2132,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV A 2020,1,0.0003086,D6,Depleted sera P1 A2020,Depleted_Sera_1,0.5555,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV A 2020,1,0.0001029,D7,Depleted sera P1 A2020,Depleted_Sera_1,1.002,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV A 2020,1,3.429e-05,D8,Depleted sera P1 A2020,Depleted_Sera_1,0.851,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV A 2020,1,1.143e-05,D9,Depleted sera P1 A2020,Depleted_Sera_1,0.9692,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV A 2020,1,3.81e-06,D10,Depleted sera P1 A2020,Depleted_Sera_1,0.9848,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV A 2020,2,0.025,E2,Depleted sera P1 A2020,Depleted_Sera_1,0.001285,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV A 2020,2,0.008333,E3,Depleted sera P1 A2020,Depleted_Sera_1,0.005852,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV A 2020,2,0.002778,E4,Depleted sera P1 A2020,Depleted_Sera_1,0.01101,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV A 2020,2,0.0009259,E5,Depleted sera P1 A2020,Depleted_Sera_1,0.1707,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV A 2020,2,0.0003086,E6,Depleted sera P1 A2020,Depleted_Sera_1,0.6421,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV A 2020,2,0.0001029,E7,Depleted sera P1 A2020,Depleted_Sera_1,1.105,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV A 2020,2,3.429e-05,E8,Depleted sera P1 A2020,Depleted_Sera_1,0.904,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV A 2020,2,1.143e-05,E9,Depleted sera P1 A2020,Depleted_Sera_1,0.9897,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV A 2020,2,3.81e-06,E10,Depleted sera P1 A2020,Depleted_Sera_1,1.104,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV A 2020,1,0.025,B2,Depleted sera P1 A2020,Depleted_Sera_1,0.1776,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV A 2020,1,0.008333,B3,Depleted sera P1 A2020,Depleted_Sera_1,0.8076,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV A 2020,1,0.002778,B4,Depleted sera P1 A2020,Depleted_Sera_1,1.109,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV A 2020,1,0.0009259,B5,Depleted sera P1 A2020,Depleted_Sera_1,1.031,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV A 2020,1,0.0003086,B6,Depleted sera P1 A2020,Depleted_Sera_1,1.059,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV A 2020,1,0.0001029,B7,Depleted sera P1 A2020,Depleted_Sera_1,1.122,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV A 2020,1,3.429e-05,B8,Depleted sera P1 A2020,Depleted_Sera_1,0.9712,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV A 2020,1,1.143e-05,B9,Depleted sera P1 A2020,Depleted_Sera_1,0.8548,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV A 2020,1,3.81e-06,B10,Depleted sera P1 A2020,Depleted_Sera_1,0.8544,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV A 2020,2,0.025,C2,Depleted sera P1 A2020,Depleted_Sera_1,0.2483,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV A 2020,2,0.008333,C3,Depleted sera P1 A2020,Depleted_Sera_1,0.7692,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV A 2020,2,0.002778,C4,Depleted sera P1 A2020,Depleted_Sera_1,1.175,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV A 2020,2,0.0009259,C5,Depleted sera P1 A2020,Depleted_Sera_1,1.095,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV A 2020,2,0.0003086,C6,Depleted sera P1 A2020,Depleted_Sera_1,1.274,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV A 2020,2,0.0001029,C7,Depleted sera P1 A2020,Depleted_Sera_1,1.005,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV A 2020,2,3.429e-05,C8,Depleted sera P1 A2020,Depleted_Sera_1,0.8948,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV A 2020,2,1.143e-05,C9,Depleted sera P1 A2020,Depleted_Sera_1,0.9619,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV A 2020,2,3.81e-06,C10,Depleted sera P1 A2020,Depleted_Sera_1,0.96,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV B 2024,1,0.025,F2,Depleted sera P1 B2024,Depleted_Sera_1,0.003348,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV B 2024,1,0.008333,F3,Depleted sera P1 B2024,Depleted_Sera_1,0.003057,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV B 2024,1,0.002778,F4,Depleted sera P1 B2024,Depleted_Sera_1,0.02335,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV B 2024,1,0.0009259,F5,Depleted sera P1 B2024,Depleted_Sera_1,0.1831,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV B 2024,1,0.0003086,F6,Depleted sera P1 B2024,Depleted_Sera_1,0.411,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV B 2024,1,0.0001029,F7,Depleted sera P1 B2024,Depleted_Sera_1,0.748,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV B 2024,1,3.429e-05,F8,Depleted sera P1 B2024,Depleted_Sera_1,1.15,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV B 2024,1,1.143e-05,F9,Depleted sera P1 B2024,Depleted_Sera_1,0.9854,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV B 2024,1,3.81e-06,F10,Depleted sera P1 B2024,Depleted_Sera_1,1.071,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV B 2024,2,0.025,G2,Depleted sera P1 B2024,Depleted_Sera_1,0.003258,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV B 2024,2,0.008333,G3,Depleted sera P1 B2024,Depleted_Sera_1,0.002953,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV B 2024,2,0.002778,G4,Depleted sera P1 B2024,Depleted_Sera_1,0.02132,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV B 2024,2,0.0009259,G5,Depleted sera P1 B2024,Depleted_Sera_1,0.2035,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV B 2024,2,0.0003086,G6,Depleted sera P1 B2024,Depleted_Sera_1,0.3706,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV B 2024,2,0.0001029,G7,Depleted sera P1 B2024,Depleted_Sera_1,0.7475,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV B 2024,2,3.429e-05,G8,Depleted sera P1 B2024,Depleted_Sera_1,1.08,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV B 2024,2,1.143e-05,G9,Depleted sera P1 B2024,Depleted_Sera_1,1.225,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Undepleted,RSV B 2024,2,3.81e-06,G10,Depleted sera P1 B2024,Depleted_Sera_1,1.09,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV B 2024,1,0.025,D2,Depleted sera P1 B2024,Depleted_Sera_1,0.003922,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV B 2024,1,0.008333,D3,Depleted sera P1 B2024,Depleted_Sera_1,0.007203,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV B 2024,1,0.002778,D4,Depleted sera P1 B2024,Depleted_Sera_1,0.02156,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV B 2024,1,0.0009259,D5,Depleted sera P1 B2024,Depleted_Sera_1,0.148,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV B 2024,1,0.0003086,D6,Depleted sera P1 B2024,Depleted_Sera_1,0.2824,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV B 2024,1,0.0001029,D7,Depleted sera P1 B2024,Depleted_Sera_1,0.6879,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV B 2024,1,3.429e-05,D8,Depleted sera P1 B2024,Depleted_Sera_1,0.7828,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV B 2024,1,1.143e-05,D9,Depleted sera P1 B2024,Depleted_Sera_1,0.972,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV B 2024,1,3.81e-06,D10,Depleted sera P1 B2024,Depleted_Sera_1,1.068,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV B 2024,2,0.025,E2,Depleted sera P1 B2024,Depleted_Sera_1,0.00332,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV B 2024,2,0.008333,E3,Depleted sera P1 B2024,Depleted_Sera_1,0.007566,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV B 2024,2,0.002778,E4,Depleted sera P1 B2024,Depleted_Sera_1,0.01083,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV B 2024,2,0.0009259,E5,Depleted sera P1 B2024,Depleted_Sera_1,0.2151,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV B 2024,2,0.0003086,E6,Depleted sera P1 B2024,Depleted_Sera_1,0.4901,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV B 2024,2,0.0001029,E7,Depleted sera P1 B2024,Depleted_Sera_1,0.656,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV B 2024,2,3.429e-05,E8,Depleted sera P1 B2024,Depleted_Sera_1,0.9682,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV B 2024,2,1.143e-05,E9,Depleted sera P1 B2024,Depleted_Sera_1,1.048,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Mock Depleted,RSV B 2024,2,3.81e-06,E10,Depleted sera P1 B2024,Depleted_Sera_1,0.962,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV B 2024,1,0.025,B2,Depleted sera P1 B2024,Depleted_Sera_1,0.1568,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV B 2024,1,0.008333,B3,Depleted sera P1 B2024,Depleted_Sera_1,0.4603,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV B 2024,1,0.002778,B4,Depleted sera P1 B2024,Depleted_Sera_1,0.5601,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV B 2024,1,0.0009259,B5,Depleted sera P1 B2024,Depleted_Sera_1,0.6135,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV B 2024,1,0.0003086,B6,Depleted sera P1 B2024,Depleted_Sera_1,0.7704,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV B 2024,1,0.0001029,B7,Depleted sera P1 B2024,Depleted_Sera_1,0.8886,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV B 2024,1,3.429e-05,B8,Depleted sera P1 B2024,Depleted_Sera_1,0.7699,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV B 2024,1,1.143e-05,B9,Depleted sera P1 B2024,Depleted_Sera_1,0.7218,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV B 2024,1,3.81e-06,B10,Depleted sera P1 B2024,Depleted_Sera_1,0.881,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV B 2024,2,0.025,C2,Depleted sera P1 B2024,Depleted_Sera_1,0.2191,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV B 2024,2,0.008333,C3,Depleted sera P1 B2024,Depleted_Sera_1,0.4433,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV B 2024,2,0.002778,C4,Depleted sera P1 B2024,Depleted_Sera_1,0.697,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV B 2024,2,0.0009259,C5,Depleted sera P1 B2024,Depleted_Sera_1,0.8881,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV B 2024,2,0.0003086,C6,Depleted sera P1 B2024,Depleted_Sera_1,0.849,24.10.31_RSVNeut_ControlSera_Greninger
Pooled Sera Depleted with Long preF ,RSV B 2024,2,0.0001029,C7,Depleted sera P1 B2024,Depleted_Sera_1,0.8509,24.10.31_RSVNeut_ControlSera_Greninger
